444896,San Paolo di Civitate,location,41.73834,15.26024
448825,San Paolo d'Argon,location,45.68838,9.80226
444899,San Paolo,location,45.37058,10.02677
444897,San Paolo Bel Sito,location,40.91481,14.54674
449149,San Paolo Solbrito,location,44.95065,7.97073
444898,San Paolo Albanese,location,40.03671,16.33459
449625,San Paolo Cervo,location,45.65326,8.01002
444895,San Paolo di Jesi,location,43.45456,13.17277
